 Fix  ,  Fix Date/Time ,     Latitude ,    Longitude , Altitude , Time ,   Temp ,Fix Status     , Sats ,  DOP
     0 , 42156.55541667 ,   45.7456167 , -100.6889250 ,  589.988 ,  180 ,   28.5 ,   "3D Fix-F0" ,     9 ,  2.4
     1 , 42156.55586806 ,   45.7456403 , -100.6888756 ,  594.391 ,   26 ,   30.5 ,   "3D Fix-F3" ,     9 ,  1.7
     2 , 42156.55945602 ,   45.7456372 , -100.6888772 ,  594.930 ,   26 ,   30.0 ,   "3D Fix-F3" ,    10 ,  1.4
     3 , 42156.56292824 ,   45.7456617 , -100.6888983 ,  601.211 ,   26 ,   30.5 ,   "3D Fix-F2" ,    10 ,  1.4
     4 , 42156.56637731 ,   45.7456336 , -100.6888972 ,  599.574 ,   26 ,   31.0 ,   "3D Fix-F3" ,    10 ,  1.4
     5 , 42156.56987269 ,   45.7456122 , -100.6888922 ,  595.770 ,   26 ,   31.0 ,   "3D Fix-F3" ,    10 ,  1.6
     6 , 42156.57334491 ,   45.7456428 , -100.6888706 ,  596.016 ,   26 ,   31.0 ,   "3D Fix-F1" ,    10 ,  1.4
     7 , 42156.57681713 ,   45.7456072 , -100.6889111 ,  598.641 ,   26 ,   30.5 ,   "3D Fix-F1" ,    10 ,  1.3
     8 , 42156.58028935 ,   45.7455958 , -100.6888939 ,  594.426 ,   26 ,   30.5 ,   "3D Fix-F2" ,    10 ,  1.3
     9 , 42156.58371528 ,   45.7456400 , -100.6888836 ,  593.727 ,   26 ,   30.5 ,   "3D Fix-F2" ,    10 ,  1.3
    10 , 42156.58721065 ,   45.7456128 , -100.6888750 ,  594.434 ,   26 ,   31.0 ,   "3D Fix-F2" ,     9 ,  1.6
    11 , 42156.59062500 ,   45.7456339 , -100.6888797 ,  595.469 ,   26 ,   31.0 ,   "3D Fix-F2" ,     8 ,  1.6
    12 , 42156.59416667 ,   45.7456344 , -100.6888997 ,  583.840 ,   26 ,   31.0 ,   "3D Fix-F1" ,     8 ,  1.6
    13 , 42156.59777778 ,   45.7456214 , -100.6889097 ,  589.121 ,   38 ,   31.5 ,   "3D Fix-F3" ,     9 ,  1.6
    14 , 42156.60115741 ,   45.7456269 , -100.6888711 ,  589.047 ,   32 ,   31.0 ,   "3D Fix-F1" ,     9 ,  1.7
    15 , 42157.50449074 ,   45.8833447 , -102.6163061 ,  743.133 ,   78 ,   23.5 ,   "3D Fix-F1" ,     6 ,  3.2
    16 , 42157.50738426 ,   45.8834278 , -102.6161872 ,  746.469 ,   27 ,   24.5 ,   "3D Fix-F1" ,     6 ,  3.2
    17 , 42157.51079861 ,   45.8833903 , -102.6162428 ,  739.938 ,   26 ,   25.5 ,   "3D Fix-F1" ,     6 ,  3.2
    18 , 42157.51430556 ,   45.8834244 , -102.6161222 ,  746.223 ,   26 ,   26.5 ,   "3D Fix-F1" ,     6 ,  3.2
    19 , 42157.51790509 ,   45.8833394 , -102.6162811 ,  746.203 ,   38 ,   27.0 ,   "3D Fix-F1" ,     6 ,  3.1
    20 , 42157.52138889 ,   45.8833803 , -102.6160953 ,  743.383 ,   44 ,   27.5 ,   "3D Fix-F0" ,     6 ,  3.0
    21 , 42157.52467593 ,   45.8833708 , -102.6162625 ,  752.848 ,   26 ,   27.5 ,   "3D Fix-F1" ,     6 ,  2.8
    22 , 42157.52809028 ,   45.8833372 , -102.6163439 ,  742.973 ,   30 ,   28.0 ,   "3D Fix-F1" ,     6 ,  2.7
    23 , 42157.53168981 ,   45.8833014 , -102.6162803 ,  741.906 ,   29 ,   28.0 ,   "3D Fix-F2" ,     6 ,  2.6
    24 , 42157.53509259 ,   45.8834147 , -102.6162336 ,  750.961 ,   26 ,   28.0 ,   "3D Fix-F1" ,     6 ,  2.4
    25 , 42157.53861111 ,   45.8833811 , -102.6159836 ,  755.289 ,   26 ,   28.0 ,   "3D Fix-F2" ,     6 ,  2.3
    26 , 42157.54215278 ,   45.8833328 , -102.6162950 ,  744.793 ,   32 ,   28.5 ,   "3D Fix-F0" ,     6 ,  2.2
    27 , 42157.54552083 ,   45.8833461 , -102.6162597 ,  751.688 ,   26 ,   28.0 ,   "3D Fix-F1" ,     6 ,  2.1
    28 , 42157.54903935 ,   45.8832831 , -102.6161692 ,  761.355 ,   26 ,   28.0 ,   "3D Fix-F3" ,     6 ,  2.1
    29 , 42157.55251157 ,   45.8833044 , -102.6165142 ,  747.020 ,   26 ,   28.5 ,   "3D Fix-F1" ,     6 ,  2.0
    30 , 42157.55600694 ,   45.8833761 , -102.6162653 ,  745.168 ,   32 ,   28.5 ,   "3D Fix-F0" ,     6 ,  1.9
    31 , 42157.55952546 ,   45.8833156 , -102.6163483 ,  754.922 ,   32 ,   28.5 ,   "3D Fix-F3" ,     6 ,  1.9
    32 , 42157.56306713 ,   45.8833483 , -102.6163428 ,  743.543 ,   39 ,   28.5 ,   "3D Fix-F2" ,     8 ,  2.2
    33 , 42157.56638889 ,   45.8833203 , -102.6162950 ,  751.289 ,   26 ,   28.5 ,   "3D Fix-F4" ,     8 ,  1.6
    34 , 42157.57025463 ,   45.8833247 , -102.6163208 ,  741.164 ,   60 ,   28.5 ,   "3D Fix-F4" ,     7 ,  2.1
    35 , 42157.57431713 ,   45.8834283 , -102.6161753 ,  747.074 ,  110 ,   29.0 ,   "3D Fix-F3" ,     8 ,  1.7
    36 , 42157.57687500 ,   45.8834208 , -102.6161417 ,  743.559 ,   31 ,   29.5 ,   "3D Fix-F7" ,     8 ,  2.6
    37 , 42157.58041667 ,   45.8833725 , -102.6161567 ,  759.770 ,   38 ,   29.0 ,   "3D Fix-F2" ,     8 ,  2.9
    38 , 42157.58393519 ,   45.8834128 , -102.6162014 ,  744.625 ,   42 ,   29.0 ,   "3D Fix-F1" ,     7 ,  2.6
    39 , 42157.58722222 ,   45.8833419 , -102.6162897 ,  743.254 ,   26 ,   29.0 ,   "3D Fix-F1" ,     7 ,  4.2
    40 , 42157.59063657 ,   45.8840111 , -102.6160975 ,  744.645 ,   26 ,   29.0 ,   "3D Fix-F1" ,     7 ,  2.3
    41 , 42157.59435185 ,   45.8838728 , -102.6167428 ,  746.297 ,   44 ,   29.5 ,   "3D Fix-F1" ,     8 ,  1.7
    42 , 42157.59771991 ,   45.8839836 , -102.6167925 ,  742.043 ,   33 ,   29.5 ,   "3D Fix-F1" ,     8 ,  1.7
    43 , 42157.60116898 ,   45.8840142 , -102.6166789 ,  742.809 ,   32 ,   30.0 ,   "3D Fix-F0" ,     8 ,  1.7
    44 , 42157.60458333 ,   45.8839303 , -102.6166675 ,  740.750 ,   26 ,   30.0 ,   "3D Fix-F1" ,     9 ,  1.6
    45 , 42157.60795139 ,   45.8837744 , -102.6165439 ,  735.711 ,   26 ,   29.5 ,   "3D Fix-F2" ,     9 ,  1.6
    46 , 42157.61152778 ,   45.8839278 , -102.6167153 ,  743.832 ,   26 ,   29.5 ,   "3D Fix-F1" ,     9 ,  1.6
    47 , 42157.61500000 ,   45.8840028 , -102.6163122 ,  744.738 ,   26 ,   29.5 ,   "3D Fix-F6" ,     9 ,  1.5
    48 , 42157.61848380 ,   45.8839447 , -102.6162603 ,  746.215 ,   26 ,   29.5 ,   "3D Fix-F0" ,     9 ,  2.4
    49 , 42157.62201389 ,   45.8840078 , -102.6165511 ,  747.242 ,   32 ,   29.5 ,   "3D Fix-F2" ,     9 ,  1.8
    50 , 42157.62549769 ,   45.8839669 , -102.6162881 ,  737.477 ,   32 ,   29.5 ,   "3D Fix-F6" ,     8 ,  3.0
    51 , 42157.62894676 ,   45.8839728 , -102.6166161 ,  737.969 ,   32 ,   30.0 ,   "3D Fix-F1" ,     7 ,  3.2
    52 , 42157.63229167 ,   45.8838703 , -102.6167017 ,  740.473 ,   26 ,   29.5 ,   "3D Fix-F1" ,     7 ,  3.4
    53 , 42157.63583333 ,   45.8839750 , -102.6165294 ,  731.086 ,   26 ,   29.5 ,   "3D Fix-F3" ,     7 ,  3.6
    54 , 42157.63918981 ,   45.8840075 , -102.6164933 ,  740.586 ,   26 ,   29.5 ,   "3D Fix-F0" ,     7 ,  3.6
    55 , 42157.64277778 ,   45.8839297 , -102.6165211 ,  740.242 ,   26 ,   29.5 ,   "3D Fix-F1" ,     7 ,  3.5
    56 , 42157.64623843 ,   45.8839531 , -102.6165447 ,  738.465 ,   26 ,   30.0 ,   "3D Fix-F1" ,     7 ,  3.3
    57 , 42157.64965278 ,   45.8839733 , -102.6162764 ,  735.984 ,   26 ,   30.0 ,   "3D Fix-F1" ,     7 ,  3.1
    58 , 42157.65320602 ,   45.8839511 , -102.6162961 ,  735.477 ,   26 ,   30.0 ,   "3D Fix-F1" ,     7 ,  2.8
    59 , 42157.65656250 ,   45.8839536 , -102.6162103 ,  747.957 ,   26 ,   30.0 ,   "3D Fix-F0" ,     7 ,  2.6
    60 , 42157.66030093 ,   45.8839678 , -102.6165542 ,  733.633 ,   38 ,   29.5 ,   "3D Fix-F4" ,    10 ,  1.9
    61 , 42157.66357639 ,   45.8839381 , -102.6165325 ,  737.973 ,   26 ,   29.5 ,   "3D Fix-F1" ,    10 ,  2.1
    62 , 42157.66709491 ,   45.8839792 , -102.6164892 ,  731.910 ,   26 ,   29.5 ,   "3D Fix-F2" ,    10 ,  1.8
    63 , 42157.67053241 ,   45.8839706 , -102.6165597 ,  738.684 ,   26 ,   29.5 ,   "3D Fix-F1" ,    10 ,  1.8
    64 , 42157.67402778 ,   45.8839608 , -102.6165400 ,  732.184 ,   26 ,   29.5 ,   "3D Fix-F4" ,    10 ,  1.7
    65 , 42157.67744213 ,   45.8839733 , -102.6165328 ,  742.047 ,   26 ,   30.0 ,   "3D Fix-F2" ,     9 ,  1.9
    66 , 42157.68090278 ,   45.8839558 , -102.6165353 ,  734.355 ,   26 ,   30.0 ,   "3D Fix-F0" ,     9 ,  1.9
    67 , 42157.68443287 ,   45.8840033 , -102.6165228 ,  755.957 ,   26 ,   30.0 ,   "3D Fix-F3" ,     9 ,  1.8
    68 , 42157.68784722 ,   45.8839944 , -102.6165158 ,  741.563 ,   26 ,   30.0 ,   "3D Fix-F1" ,     9 ,  1.8
    69 , 42157.69146991 ,   45.8839625 , -102.6165342 ,  745.512 ,   32 ,   30.0 ,   "3D Fix-F2" ,     8 ,  2.0
    70 , 42157.69486111 ,   45.8839819 , -102.6165119 ,  733.648 ,   26 ,   29.5 ,   "3D Fix-F2" ,     8 ,  1.7
    71 , 42157.69834491 ,   45.8839611 , -102.6165422 ,  740.441 ,   26 ,   29.5 ,   "3D Fix-F1" ,     9 ,  1.6
    72 , 42157.70172454 ,   45.8840072 , -102.6165475 ,  746.352 ,   26 ,   29.5 ,   "3D Fix-F1" ,     9 ,  2.1
    73 , 42157.70527778 ,   45.8839697 , -102.6165517 ,  746.949 ,   26 ,   29.5 ,   "3D Fix-F1" ,     9 ,  1.5
    74 , 42157.70864583 ,   45.8839892 , -102.6165100 ,  738.273 ,   26 ,   29.5 ,   "3D Fix-F2" ,     8 ,  1.9
    75 , 42157.71223380 ,   45.8839600 , -102.6165681 ,  746.211 ,   26 ,   29.5 ,   "3D Fix-F2" ,     8 ,  1.9
    76 , 42157.71577546 ,   45.8839936 , -102.6165181 ,  739.352 ,   32 ,   29.0 ,   "3D Fix-F3" ,     8 ,  1.8
    77 , 42157.71916667 ,   45.8839597 , -102.6165300 ,  745.766 ,   26 ,   29.0 ,   "3D Fix-F2" ,     8 ,  1.8
    78 , 42157.72263889 ,   45.8839969 , -102.6165203 ,  738.750 ,   26 ,   29.0 ,   "3D Fix-F4" ,     8 ,  1.7
    79 , 42157.72609954 ,   45.8839633 , -102.6165769 ,  745.902 ,   26 ,   29.0 ,   "3D Fix-F1" ,     8 ,  1.7
    80 , 42157.72968750 ,   45.8839883 , -102.6165378 ,  740.496 ,   34 ,   29.0 ,   "3D Fix-F2" ,     8 ,  1.5
    81 , 42157.73305556 ,   45.8840053 , -102.6164900 ,  741.633 ,   26 ,   29.0 ,   "3D Fix-F2" ,     8 ,  1.6
    82 , 42157.73663194 ,   45.8840367 , -102.6168961 ,  735.563 ,   34 ,   29.0 ,   "3D Fix-F6" ,     8 ,  1.5
    83 , 42157.74013889 ,   45.8839767 , -102.6168572 ,  740.281 ,   38 ,   29.0 ,   "3D Fix-F2" ,     8 ,  1.6
    84 , 42157.74362269 ,   45.8839794 , -102.6169106 ,  744.980 ,   38 ,   29.0 ,   "3D Fix-F2" ,     7 ,  2.7
    85 , 42157.74689815 ,   45.8839428 , -102.6169089 ,  759.184 ,   26 ,   29.5 ,   "3D Fix-F1" ,     8 ,  1.5
    86 , 42157.75055556 ,   45.8839997 , -102.6169239 ,  737.945 ,   38 ,   29.5 ,   "3D Fix-F2" ,     7 ,  1.7
    87 , 42157.75408565 ,   45.8840703 , -102.6168981 ,  730.008 ,   44 ,   30.0 ,   "3D Fix-F4" ,     6 ,  2.3
    88 , 42157.75761574 ,   45.8839767 , -102.6168856 ,  753.746 ,   48 ,   30.0 ,  "3D Fix-F11" ,     7 ,  2.1
    89 , 42157.76074074 ,   45.8839958 , -102.6168211 ,  749.590 ,   26 ,   30.0 ,   "3D Fix-F1" ,     8 ,  1.5
    90 , 42157.76430556 ,   45.8840256 , -102.6168800 ,  751.051 ,   26 ,   30.0 ,   "3D Fix-F2" ,     8 ,  2.6
    91 , 42157.76774306 ,   45.8839783 , -102.6168972 ,  759.441 ,   26 ,   30.5 ,   "3D Fix-F2" ,     7 ,  1.9
    92 , 42157.77149306 ,   45.8839600 , -102.6169811 ,  751.422 ,   47 ,   30.5 ,   "3D Fix-F4" ,     8 ,  2.5
    93 , 42157.77484954 ,   45.8839697 , -102.6168467 ,  746.582 ,   38 ,   30.5 ,   "3D Fix-F2" ,     8 ,  1.8
    94 , 42157.77819444 ,   45.8840278 , -102.6168200 ,  746.742 ,   26 ,   30.0 ,   "3D Fix-F1" ,     8 ,  1.7
    95 , 42157.78174769 ,   45.8838083 , -102.6165925 ,  742.063 ,   32 ,   29.5 ,   "3D Fix-F0" ,     8 ,  2.5
    96 , 42157.78515046 ,   45.8840014 , -102.6165550 ,  739.184 ,   26 ,   29.0 ,   "3D Fix-F1" ,     7 ,  2.2
    97 , 42157.78855324 ,   45.8840083 , -102.6165475 ,  740.313 ,   26 ,   28.5 ,   "3D Fix-F0" ,     7 ,  2.0
    98 , 42157.79208333 ,   45.8840044 , -102.6166219 ,  746.500 ,   26 ,   29.0 ,   "3D Fix-F1" ,     7 ,  2.1
    99 , 42157.79562500 ,   45.8840394 , -102.6165603 ,  746.891 ,   32 ,   29.5 ,   "3D Fix-F1" ,     7 ,  2.1
   100 , 42157.79915509 ,   45.8840117 , -102.6165850 ,  745.016 ,   36 ,   30.0 ,   "3D Fix-F1" ,     7 ,  2.1
   101 , 42157.80251157 ,   45.8839903 , -102.6165367 ,  741.180 ,   26 ,   29.5 ,   "3D Fix-F2" ,     7 ,  2.1
   102 , 42157.80591435 ,   45.8840067 , -102.6165367 ,  736.723 ,   26 ,   29.5 ,   "3D Fix-F2" ,     7 ,  2.0
   103 , 42157.80944444 ,   45.8840144 , -102.6161483 ,  747.484 ,   26 ,   29.5 ,   "3D Fix-F2" ,     6 ,  2.3
   104 , 42157.81287037 ,   45.8839536 , -102.6161247 ,  742.383 ,   26 ,   28.5 ,   "3D Fix-F0" ,     6 ,  2.8
   105 , 42157.81640046 ,   45.8839567 , -102.6162167 ,  743.871 ,   26 ,   27.5 ,   "3D Fix-F1" ,     7 ,  2.1
   106 , 42157.81987269 ,   45.8839758 , -102.6161697 ,  743.016 ,   26 ,   27.0 ,   "3D Fix-F2" ,     7 ,  1.9
   107 , 42157.82322917 ,   45.8840361 , -102.6161597 ,  750.539 ,   26 ,   27.0 ,   "3D Fix-F1" ,     6 ,  2.6
   108 , 42157.82688657 ,   45.8840639 , -102.6165275 ,  747.625 ,   32 ,   27.0 ,   "3D Fix-F1" ,     7 ,  1.8
   109 , 42157.83048611 ,   45.8839911 , -102.6167950 ,  726.195 ,   44 ,   27.0 ,   "3D Fix-F3" ,     7 ,  2.5
   110 , 42157.83375000 ,   45.8839997 , -102.6169242 ,  749.195 ,   26 ,   27.0 ,   "3D Fix-F7" ,     7 ,  2.2
   111 , 42157.83732639 ,   45.8839725 , -102.6169236 ,  745.613 ,   35 ,   27.0 ,   "3D Fix-F2" ,     7 ,  2.3
   112 , 42157.84069444 ,   45.8840058 , -102.6167183 ,  731.656 ,   26 ,   27.5 ,   "3D Fix-F1" ,     6 ,  2.2
   113 , 42157.84416667 ,   45.8839928 , -102.6169744 ,  748.918 ,   26 ,   28.0 ,   "3D Fix-F5" ,     7 ,  2.2
   114 , 42157.84777778 ,   45.8839867 , -102.6169097 ,  739.777 ,   37 ,   28.0 ,   "3D Fix-F3" ,     7 ,  2.0
   115 , 42157.85129630 ,   45.8839964 , -102.6167956 ,  737.223 ,   41 ,   28.0 ,   "3D Fix-F3" ,     7 ,  2.2
   116 , 42157.85458333 ,   45.8840003 , -102.6168639 ,  736.391 ,   26 ,   28.0 ,   "3D Fix-F1" ,     7 ,  2.0
   117 , 42157.85802083 ,   45.8839906 , -102.6167583 ,  744.594 ,   26 ,   27.5 ,   "3D Fix-F1" ,     7 ,  1.9
   118 , 42157.86146991 ,   45.8839183 , -102.6165728 ,  741.211 ,   26 ,   26.5 ,   "3D Fix-F0" ,     7 ,  1.9
   119 , 42157.86508102 ,   45.8840358 , -102.6162633 ,  738.340 ,   32 ,   25.0 ,   "3D Fix-F2" ,     7 ,  1.9
   120 , 42157.86837963 ,   45.8840747 , -102.6161928 ,  738.469 ,   26 ,   24.5 ,   "3D Fix-F2" ,     7 ,  1.9
   121 , 42157.87190972 ,   45.8840811 , -102.6162925 ,  737.234 ,   26 ,   24.0 ,   "3D Fix-F2" ,     7 ,  1.9
   122 , 42157.87538194 ,   45.8840497 , -102.6167642 ,  743.414 ,   26 ,   23.5 ,   "3D Fix-F1" ,     7 ,  2.0
   123 , 42157.87895833 ,   45.8839436 , -102.6168817 ,  729.836 ,   32 ,   23.0 ,   "3D Fix-F2" ,     7 ,  2.0
   124 , 42157.88252315 ,   45.8840136 , -102.6168667 ,  740.645 ,   39 ,   23.0 ,   "3D Fix-F2" ,    10 ,  1.5
   125 , 42157.88583333 ,   45.8839550 , -102.6169672 ,  751.410 ,   26 ,   24.5 ,   "3D Fix-F3" ,    10 ,  1.6
   126 , 42157.88931713 ,   45.8839894 , -102.6167181 ,  747.137 ,   26 ,   24.5 ,   "3D Fix-F2" ,    10 ,  1.5
   127 , 42157.89271991 ,   45.8839722 , -102.6163972 ,  748.191 ,   26 ,   23.5 ,   "3D Fix-F1" ,    10 ,  1.6
   128 , 42157.89623843 ,   45.8840008 , -102.6164214 ,  740.898 ,   26 ,   22.5 ,   "3D Fix-F1" ,     8 ,  1.8
   129 , 42157.89980324 ,   45.8839817 , -102.6163692 ,  742.863 ,   32 ,   21.5 ,   "3D Fix-F2" ,     9 ,  2.0
   130 , 42157.90313657 ,   45.8839828 , -102.6163883 ,  735.840 ,   26 ,   20.5 ,   "3D Fix-F1" ,     9 ,  2.1
   131 , 42157.90665509 ,   45.8839550 , -102.6163472 ,  742.426 ,   26 ,   20.0 ,   "3D Fix-F1" ,     7 ,  2.8
   132 , 42157.91011574 ,   45.8839725 , -102.6163344 ,  740.543 ,   26 ,   19.5 ,   "3D Fix-F2" ,     9 ,  1.8
   133 , 42157.91351852 ,   45.8839544 , -102.6163597 ,  747.980 ,   26 ,   19.5 ,   "3D Fix-F1" ,     9 ,  1.8
   134 , 42157.91708333 ,   45.8839681 , -102.6164114 ,  741.883 ,   26 ,   19.0 ,   "3D Fix-F1" ,     9 ,  2.5
   135 , 42157.92054398 ,   45.8840078 , -102.6164889 ,  731.918 ,   26 ,   18.5 ,   "3D Fix-F3" ,     9 ,  1.9
   136 , 42157.92405093 ,   45.8839614 , -102.6163597 ,  736.332 ,   27 ,   18.5 ,   "3D Fix-F2" ,     9 ,  1.9
   137 , 42157.92746528 ,   45.8839647 , -102.6163786 ,  736.457 ,   27 ,   18.0 ,   "3D Fix-F1" ,     9 ,  2.6
   138 , 42157.93097222 ,   45.8839333 , -102.6163325 ,  735.664 ,   26 ,   18.0 ,   "3D Fix-F2" ,     9 ,  1.9
   139 , 42157.93439815 ,   45.8839406 , -102.6163372 ,  746.863 ,   26 ,   17.5 ,   "3D Fix-F1" ,     9 ,  2.5
   140 , 42157.93789352 ,   45.8839733 , -102.6163914 ,  740.953 ,   26 ,   17.5 ,   "3D Fix-F0" ,     8 ,  2.4
   141 , 42157.94127315 ,   45.8839422 , -102.6163022 ,  742.785 ,   26 ,   17.0 ,   "3D Fix-F1" ,     8 ,  2.3
   142 , 42157.94474537 ,   45.8839703 , -102.6164122 ,  740.246 ,   26 ,   17.0 ,   "3D Fix-F2" ,     8 ,  2.2
   143 , 42157.94841435 ,   45.8839806 , -102.6162328 ,  734.043 ,   32 ,   17.0 ,   "3D Fix-F2" ,     8 ,  2.6
   144 , 42157.95180556 ,   45.8839881 , -102.6162256 ,  746.859 ,   26 ,   16.5 ,   "3D Fix-F1" ,     9 ,  2.4
   145 , 42157.95527778 ,   45.8839919 , -102.6162239 ,  740.422 ,   26 ,   16.5 ,   "3D Fix-F1" ,     9 ,  2.3
   146 , 42157.95875000 ,   45.8839892 , -102.6161956 ,  738.203 ,   26 ,   17.0 ,   "3D Fix-F4" ,     7 ,  2.2
   147 , 42157.96223380 ,   45.8839717 , -102.6162231 ,  740.098 ,   27 ,   17.0 ,   "3D Fix-F1" ,     7 ,  2.2
   148 , 42157.96583333 ,   45.8840036 , -102.6162025 ,  734.531 ,   38 ,   17.0 ,   "3D Fix-F1" ,    11 ,  1.4
   149 , 42157.96917824 ,   45.8840156 , -102.6162147 ,  738.008 ,   26 ,   17.0 ,   "3D Fix-F0" ,    10 ,  1.7
   150 , 42157.97271991 ,   45.8840094 , -102.6162011 ,  740.527 ,   32 ,   17.5 ,   "3D Fix-F2" ,    11 ,  2.0
   151 , 42157.97611111 ,   45.8839797 , -102.6162253 ,  739.684 ,   25 ,   17.5 ,   "3D Fix-F1" ,    11 ,  1.5
   152 , 42157.97958333 ,   45.8839917 , -102.6162033 ,  737.637 ,   26 ,   18.0 ,   "3D Fix-F2" ,    10 ,  1.5
   153 , 42157.98304398 ,   45.8839658 , -102.6162278 ,  746.793 ,   26 ,   18.0 ,   "3D Fix-F2" ,    10 ,  1.4
   154 , 42157.98648148 ,   45.8839692 , -102.6162278 ,  742.648 ,   26 ,   18.0 ,   "3D Fix-F1" ,     9 ,  1.5
   155 , 42157.98998843 ,   45.8839853 , -102.6161772 ,  739.570 ,   26 ,   18.0 ,   "3D Fix-F1" ,    10 ,  1.6
   156 , 42157.99340278 ,   45.8839911 , -102.6161286 ,  738.961 ,   26 ,   18.0 ,   "3D Fix-F1" ,     9 ,  1.6
   157 , 42157.99692130 ,   45.8839531 , -102.6161589 ,  739.688 ,   26 ,   18.0 ,   "3D Fix-F2" ,     8 ,  1.6
   158 , 42158.00041667 ,   45.8839261 , -102.6161556 ,  741.992 ,   26 ,   17.5 ,   "3D Fix-F2" ,     9 ,  1.7
   159 , 42158.00385417 ,   45.8839417 , -102.6161739 ,  739.043 ,   26 ,   17.5 ,   "3D Fix-F1" ,     9 ,  1.7
   160 , 42158.00737269 ,   45.8839942 , -102.6162969 ,  741.773 ,   26 ,   17.0 ,   "3D Fix-F1" ,     8 ,  1.7
   161 , 42158.01083333 ,   45.8839883 , -102.6163161 ,  748.965 ,   26 ,   16.5 ,   "3D Fix-F1" ,     8 ,  1.7
   162 , 42158.01428241 ,   45.8839981 , -102.6162267 ,  739.965 ,   26 ,   16.0 ,   "3D Fix-F2" ,     9 ,  1.6
   163 , 42158.01777778 ,   45.8839806 , -102.6162983 ,  736.816 ,   26 ,   16.0 ,   "3D Fix-F4" ,     9 ,  1.7
   164 , 42158.02125000 ,   45.8839864 , -102.6162756 ,  742.996 ,   26 ,   16.0 ,   "3D Fix-F4" ,     9 ,  1.6
   165 , 42158.02472222 ,   45.8840264 , -102.6162875 ,  736.961 ,   26 ,   15.5 ,   "3D Fix-F2" ,     9 ,  1.6
   166 , 42158.02820602 ,   45.8840025 , -102.6163069 ,  735.625 ,   26 ,   15.5 ,   "3D Fix-F1" ,     7 ,  2.1
   167 , 42158.03156250 ,   45.8839958 , -102.6163439 ,  738.199 ,   26 ,   16.0 ,   "3D Fix-F2" ,     8 ,  2.7
   168 , 42158.03513889 ,   45.8839761 , -102.6162950 ,  738.930 ,   26 ,   16.0 ,   "3D Fix-F0" ,     8 ,  1.8
   169 , 42158.03862269 ,   45.8839819 , -102.6162972 ,  745.223 ,   26 ,   16.0 ,   "3D Fix-F1" ,     8 ,  2.6
   170 , 42158.04200231 ,   45.8839758 , -102.6162850 ,  734.027 ,   26 ,   16.0 ,   "3D Fix-F0" ,     8 ,  2.6
   171 , 42158.04543981 ,   45.8839825 , -102.6162889 ,  730.977 ,   26 ,   16.5 ,   "3D Fix-F0" ,     7 ,  2.5
   172 , 42158.04917824 ,   45.8839806 , -102.6162736 ,  738.582 ,   39 ,   17.0 ,   "3D Fix-F1" ,     9 ,  2.3
   173 , 42158.05247685 ,   45.8839944 , -102.6162667 ,  737.859 ,   26 ,   17.0 ,   "3D Fix-F1" ,     9 ,  2.2
   174 , 42158.05598380 ,   45.8840189 , -102.6162847 ,  738.129 ,   26 ,   17.0 ,   "3D Fix-F0" ,     9 ,  2.1
   175 , 42158.05943287 ,   45.8839978 , -102.6162911 ,  745.621 ,   26 ,   17.0 ,   "3D Fix-F1" ,     9 ,  2.2
   176 , 42158.06285880 ,   45.8840153 , -102.6162850 ,  740.957 ,   26 ,   17.0 ,   "3D Fix-F1" ,     9 ,  1.9
   177 , 42158.06638889 ,   45.8839950 , -102.6162608 ,  739.414 ,   25 ,   16.5 ,   "3D Fix-F1" ,     9 ,  1.8
   178 , 42158.06983796 ,   45.8840000 , -102.6162728 ,  735.703 ,   26 ,   16.0 ,   "3D Fix-F1" ,     9 ,  1.7
   179 , 42158.07333333 ,   45.8839694 , -102.6162111 ,  738.609 ,   26 ,   15.5 ,   "3D Fix-F1" ,     9 ,  1.6
   180 , 42158.07684028 ,   45.8840675 , -102.6162117 ,  743.492 ,   32 ,   15.5 ,   "3D Fix-F1" ,     9 ,  2.5
   181 , 42158.08035880 ,   45.8839989 , -102.6162275 ,  743.031 ,   32 ,   15.5 ,   "3D Fix-F3" ,     8 ,  1.6
   182 , 42158.08376157 ,   45.8840936 , -102.6162783 ,  749.813 ,   26 ,   16.0 ,   "3D Fix-F1" ,     9 ,  2.8
   183 , 42158.08722222 ,   45.8839958 , -102.6162236 ,  743.848 ,   26 ,   16.0 ,   "3D Fix-F2" ,     8 ,  1.5
   184 , 42158.09069444 ,   45.8839661 , -102.6162231 ,  738.016 ,   26 ,   16.0 ,   "3D Fix-F5" ,     7 ,  1.7
   185 , 42158.09414352 ,   45.8840008 , -102.6161864 ,  738.035 ,   25 ,   16.0 ,   "3D Fix-F1" ,     7 ,  1.7
   186 , 42158.09763889 ,   45.8839956 , -102.6162039 ,  737.086 ,   26 ,   16.0 ,   "3D Fix-F3" ,     8 ,  1.5
   187 , 42158.10109954 ,   45.8839686 , -102.6162094 ,  737.617 ,   26 ,   16.0 ,   "3D Fix-F2" ,     8 ,  1.5
   188 , 42158.10458333 ,   45.8840136 , -102.6162072 ,  743.551 ,   26 ,   16.0 ,   "3D Fix-F1" ,     7 ,  1.6
   189 , 42158.10820602 ,   45.8839769 , -102.6161697 ,  744.750 ,   38 ,   16.0 ,   "3D Fix-F2" ,     9 ,  1.8
