 Record  ,     Date/Time ,   X-Act ,   Y-Act ,  % Head Down,   Temp 
     1677 , 42163.27777778,       46,       22,         99.3,   14.0
     1678 , 42163.28125000,       18,        2,        100.0,   13.5
     1679 , 42163.28472222,       28,        8,        100.0,   13.5
     1680 , 42163.28819444,       38,       24,         98.7,   14.0
     1681 , 42163.29166667,       16,       40,         96.0,   14.5
     1682 , 42163.29513889,       42,       31,         99.3,   14.5
     1683 , 42163.29861111,       14,        9,        100.0,   15.0
     1684 , 42163.30208333,       42,       52,         98.0,   15.5
     1685 , 42163.30555556,       22,       40,         93.3,   16.0
     1686 , 42163.30902778,       94,      115,         70.0,   16.0
     1687 , 42163.31250000,       50,       60,         31.3,   16.5
     1688 , 42163.31597222,       68,       78,         82.7,   17.5
     1689 , 42163.31944444,       24,       95,         65.3,   18.0
     1690 , 42163.32291667,       39,       50,         95.3,   18.5
     1691 , 42163.32638889,       51,       40,         62.0,   19.0
     1692 , 42163.32986111,       18,       48,         75.3,   19.5
     1693 , 42163.33333333,      136,       28,         98.0,   20.0
     1694 , 42163.33680556,      106,       54,         94.0,   20.0
     1695 , 42163.34027778,       58,       36,         80.0,   19.5
     1696 , 42163.34375000,       80,       46,         94.7,   19.5
     1697 , 42163.34722222,       30,       14,         99.3,   19.5
     1698 , 42163.35069444,       36,       50,         96.0,   19.5
     1699 , 42163.35416667,       10,      114,         70.0,   19.5
     1700 , 42163.35763889,       20,       82,         82.7,   20.0
     1701 , 42163.36111111,       10,        0,        100.0,   20.5
     1702 , 42163.36458333,       22,       10,         99.3,   21.5
     1703 , 42163.36805556,       22,       30,         99.3,   22.0
     1704 , 42163.37152778,        4,       48,         96.7,   22.5
     1705 , 42163.37500000,       18,      132,         84.0,   23.5
     1706 , 42163.37847222,       42,       18,         92.0,   24.0
     1707 , 42163.38194444,        0,        0,        100.0,   24.0
     1708 , 42163.38541667,       22,       12,        100.0,   24.0
     1709 , 42163.38888889,       14,       28,         98.7,   24.0
     1710 , 42163.39236111,       14,       58,         97.3,   24.0
     1711 , 42163.39583333,       30,      162,         87.3,   24.5
     1712 , 42163.39930556,       24,      124,         63.3,   24.5
     1713 , 42163.40277778,       28,       46,         85.3,   24.5
     1714 , 42163.40625000,       30,      131,         86.7,   25.0
     1715 , 42163.40972222,        4,       87,         46.7,   26.0
     1716 , 42163.41319444,        2,       74,         96.0,   26.5
     1717 , 42163.41666667,       17,       28,         82.7,   26.0
     1718 , 42163.42013889,       33,       26,         24.7,   26.5
     1719 , 42163.42361111,        6,       22,         65.3,   26.5
     1720 , 42163.42708333,        4,       48,         95.3,   26.0
     1721 , 42163.43055556,        2,        2,        100.0,   26.0
     1722 , 42163.43402778,        4,       76,         92.0,   25.5
     1723 , 42163.43750000,       16,      143,         83.3,   25.5
     1724 , 42163.44097222,       99,       84,         36.0,   26.5
     1725 , 42163.44444444,       45,       92,         59.3,   27.5
     1726 , 42163.44791667,        4,       51,         78.0,   27.5
     1727 , 42163.45138889,        0,       42,         98.7,   27.0
     1728 , 42163.45486111,        0,       83,         40.0,   27.5
     1729 , 42163.45833333,        0,       85,         71.3,   27.5
     1730 , 42163.46180556,        2,       61,         86.7,   27.5
     1731 , 42163.46527778,        4,       84,         60.0,   27.5
     1732 , 42163.46875000,       18,       37,         90.0,   27.5
     1733 , 42163.47222222,        6,       98,         80.7,   28.0
     1734 , 42163.47569444,        2,       42,         96.0,   28.0
     1735 , 42163.47916667,       20,      128,         80.7,   28.0
     1736 , 42163.48263889,       14,       38,         77.3,   28.0
     1737 , 42163.48611111,        2,      174,         78.7,   28.5
     1738 , 42163.48958333,       12,       42,         66.0,   28.5
     1739 , 42163.49305556,       60,       47,         56.7,   28.5
     1740 , 42163.49652778,       42,       69,         62.7,   29.0
     1741 , 42163.50000000,       20,       44,         89.3,   29.5
     1742 , 42163.50347222,       14,       30,         93.3,   30.0
     1743 , 42163.50694444,       42,       50,         94.0,   31.0
     1744 , 42163.51041667,       20,       65,         93.3,   31.5
     1745 , 42163.51388889,       40,       53,         79.3,   31.5
     1746 , 42163.51736111,       26,      114,         92.7,   32.0
     1747 , 42163.52083333,       20,        0,        100.0,   32.0
     1748 , 42163.52430556,       17,        0,        100.0,   32.0
     1749 , 42163.52777778,       43,        8,         99.3,   31.5
     1750 , 42163.53125000,       14,        2,        100.0,   31.5
     1751 , 42163.53472222,       10,       12,         99.3,   31.5
     1752 , 42163.53819444,       38,       38,         91.3,   32.0
     1753 , 42163.54166667,       18,       16,         99.3,   32.0
     1754 , 42163.54513889,       22,       32,         98.0,   31.5
     1755 , 42163.54861111,       42,       40,         99.3,   31.5
     1756 , 42163.55208333,       20,        6,         99.3,   31.5
     1757 , 42163.55555556,       24,        0,        100.0,   31.0
     1758 , 42163.55902778,        8,       18,         99.3,   30.5
     1759 , 42163.56250000,       10,        2,        100.0,   31.0
     1760 , 42163.56597222,       24,       52,         98.0,   31.5
     1761 , 42163.56944444,       24,       68,         93.3,   32.0
     1762 , 42163.57291667,       16,       40,         98.0,   32.5
     1763 , 42163.57638889,       12,        8,         99.3,   32.5
     1764 , 42163.57986111,       38,        0,        100.0,   32.5
     1765 , 42163.58333333,        4,       30,         99.3,   31.5
     1766 , 42163.58680556,       18,       22,         98.7,   31.0
     1767 , 42163.59027778,       20,        2,        100.0,   31.0
     1768 , 42163.59375000,       34,       26,         98.0,   31.0
     1769 , 42163.59722222,       32,       42,         68.7,   30.5
     1770 , 42163.60069444,       14,       28,         98.0,   30.0
     1771 , 42163.60416667,       46,       40,         97.3,   29.5
     1772 , 42163.60763889,       12,       14,         99.3,   30.0
     1773 , 42163.61111111,       44,       33,         54.0,   30.5
     1774 , 42163.61458333,       74,      123,         78.0,   31.0
     1775 , 42163.61805556,       18,       15,         18.0,   31.0
     1776 , 42163.62152778,        2,       12,          9.3,   31.0
     1777 , 42163.62500000,        2,        4,          0.0,   30.5
     1778 , 42163.62847222,        0,        2,          0.0,   30.5
     1779 , 42163.63194444,        1,       11,         80.7,   31.0
     1780 , 42163.63541667,        1,        3,         96.0,   31.5
     1781 , 42163.63888889,        0,       10,          0.0,   32.5
     1782 , 42163.64236111,       10,       13,         26.0,   33.0
     1783 , 42163.64583333,        0,        8,         99.3,   33.5
     1784 , 42163.64930556,        6,      116,         95.3,   33.0
     1785 , 42163.65277778,       26,       10,         98.7,   33.0
     1786 , 42163.65625000,       40,       46,         97.3,   33.0
     1787 , 42163.65972222,       40,       95,         57.3,   33.5
     1788 , 42163.66319444,       10,      153,         28.7,   34.0
     1789 , 42163.66666667,       12,       52,         88.7,   34.0
     1790 , 42163.67013889,       20,       86,         76.0,   34.0
     1791 , 42163.67361111,       28,       98,         85.3,   34.0
     1792 , 42163.67708333,       16,       10,         98.0,   34.0
     1793 , 42163.68055556,       28,       16,         98.7,   34.0
     1794 , 42163.68402778,       14,       60,         96.7,   34.0
     1795 , 42163.68750000,       16,       10,         99.3,   33.5
     1796 , 42163.69097222,       34,       16,         98.7,   33.5
     1797 , 42163.69444444,       10,        0,        100.0,   34.0
     1798 , 42163.69791667,       10,       36,         97.3,   33.5
     1799 , 42163.70138889,       28,       66,         84.0,   33.5
     1800 , 42163.70486111,        8,      146,         83.3,   33.5
     1801 , 42163.70833333,        4,       57,         80.7,   33.0
     1802 , 42163.71180556,        4,        6,         60.0,   33.0
     1803 , 42163.71527778,        0,        5,         94.7,   33.0
     1804 , 42163.71875000,        0,        0,        100.0,   33.0
     1805 , 42163.72222222,        0,        4,         99.3,   33.0
     1806 , 42163.72569444,        0,        0,        100.0,   33.0
     1807 , 42163.72916667,        6,        0,        100.0,   32.5
     1808 , 42163.73263889,       22,       41,         88.7,   32.5
     1809 , 42163.73611111,       12,       15,          4.7,   32.5
     1810 , 42163.73958333,       46,        1,          0.0,   32.5
     1811 , 42163.74305556,       45,        2,          0.0,   32.0
     1812 , 42163.74652778,       28,        4,          4.7,   32.0
     1813 , 42163.75000000,       44,        2,          0.0,   32.0
     1814 , 42163.75347222,        7,        0,          0.0,   32.0
     1815 , 42163.75694444,        8,        2,          0.0,   32.0
     1816 , 42163.76041667,        2,        0,          0.0,   32.0
     1817 , 42163.76388889,        2,        0,          0.0,   32.0
     1818 , 42163.76736111,       50,       65,         78.7,   31.5
     1819 , 42163.77083333,       30,        4,        100.0,   31.5
     1820 , 42163.77430556,       12,        4,        100.0,   31.5
     1821 , 42163.77777778,       76,       62,         94.7,   32.0
     1822 , 42163.78125000,       38,       28,         99.3,   33.0
     1823 , 42163.78472222,       20,       10,        100.0,   33.0
     1824 , 42163.78819444,       10,        2,        100.0,   33.5
     1825 , 42163.79166667,       18,        4,         99.3,   33.5
     1826 , 42163.79513889,       18,        2,        100.0,   33.0
     1827 , 42163.79861111,       16,        0,        100.0,   33.0
     1828 , 42163.80208333,        4,        0,        100.0,   32.5
     1829 , 42163.80555556,        8,       22,         98.7,   32.5
     1830 , 42163.80902778,       24,       70,         88.7,   32.5
     1831 , 42163.81250000,       56,       86,         56.7,   32.5
     1832 , 42163.81597222,       26,       38,         96.7,   32.5
     1833 , 42163.81944444,       36,       42,         98.0,   32.5
     1834 , 42163.82291667,       52,      125,         57.3,   32.5
     1835 , 42163.82638889,       28,       69,         82.0,   32.5
     1836 , 42163.82986111,       24,       88,         81.3,   32.5
     1837 , 42163.83333333,       10,       34,         98.0,   33.0
     1838 , 42163.83680556,       16,       60,         96.0,   32.5
     1839 , 42163.84027778,       16,       36,         98.7,   32.5
     1840 , 42163.84375000,       10,       16,         99.3,   32.5
     1841 , 42163.84722222,       18,       46,         92.0,   32.0
     1842 , 42163.85069444,       48,       76,         85.3,   31.5
     1843 , 42163.85416667,       22,      178,         94.0,   31.0
     1844 , 42163.85763889,       14,       12,         99.3,   30.5
     1845 , 42163.86111111,        8,        8,        100.0,   30.5
     1846 , 42163.86458333,       20,       10,         99.3,   30.0
     1847 , 42163.86805556,        8,       20,         99.3,   30.0
     1848 , 42163.87152778,       20,       27,         81.3,   30.0
     1849 , 42163.87500000,        2,        8,          0.7,   29.5
     1850 , 42163.87847222,       18,       43,         87.3,   29.0
     1851 , 42163.88194444,       14,      100,         85.3,   28.0
     1852 , 42163.88541667,       18,      152,         79.3,   27.0
     1853 , 42163.88888889,       28,       89,         69.3,   26.5
     1854 , 42163.89236111,       62,       19,         90.0,   26.5
     1855 , 42163.89583333,       74,      108,         85.3,   26.0
     1856 , 42163.89930556,       16,       32,         98.7,   25.5
     1857 , 42163.90277778,       10,       18,         99.3,   25.0
     1858 , 42163.90625000,       18,       18,         97.3,   24.5
     1859 , 42163.90972222,        6,       48,         94.0,   24.0
     1860 , 42163.91319444,       22,       22,         98.7,   24.0
     1861 , 42163.91666667,       26,      100,         85.3,   24.0
     1862 , 42163.92013889,       20,       80,         97.3,   23.5
     1863 , 42163.92361111,       55,       31,         30.7,   23.5
     1864 , 42163.92708333,      134,       26,          4.0,   23.0
     1865 , 42163.93055556,       39,       14,          6.0,   23.0
     1866 , 42163.93402778,       26,      137,         77.3,   23.0
     1867 , 42163.93750000,       26,       22,         98.0,   23.0
     1868 , 42163.94097222,       46,       44,         96.7,   22.5
     1869 , 42163.94444444,       22,       46,         89.3,   22.5
     1870 , 42163.94791667,       10,       21,         61.3,   23.0
     1871 , 42163.95138889,       36,       65,         64.7,   23.0
     1872 , 42163.95486111,       22,       23,         14.0,   23.0
     1873 , 42163.95833333,       14,       15,          6.7,   23.0
     1874 , 42163.96180556,        8,       84,         69.3,   23.0
     1875 , 42163.96527778,       34,       73,         84.0,   23.0
     1876 , 42163.96875000,       42,       40,         87.3,   23.0
     1877 , 42163.97222222,      102,       29,         97.3,   23.0
     1878 , 42163.97569444,       60,       65,         87.3,   22.5
     1879 , 42163.97916667,       18,       76,         81.3,   22.0
     1880 , 42163.98263889,       24,        5,         98.7,   21.5
     1881 , 42163.98611111,        4,       23,          8.0,   21.0
     1882 , 42163.98958333,        0,       22,          1.3,   21.0
     1883 , 42163.99305556,        0,       10,          0.7,   20.5
     1884 , 42163.99652778,        0,        6,          0.0,   21.0
     1885 , 42164.00000000,        0,        2,          0.0,   21.0
     1886 , 42164.00347222,        0,        2,          0.0,   21.0
     1887 , 42164.00694444,        2,        4,          0.0,   21.0
     1888 , 42164.01041667,        0,       18,         76.7,   21.5
     1889 , 42164.01388889,       47,       43,         37.3,   21.5
     1890 , 42164.01736111,       11,       16,         98.7,   21.0
     1891 , 42164.02083333,       14,       23,         68.7,   20.5
     1892 , 42164.02430556,       36,       14,         26.0,   20.0
     1893 , 42164.02777778,       45,        8,         10.7,   20.0
     1894 , 42164.03125000,       62,       12,         18.7,   20.0
     1895 , 42164.03472222,       37,       18,         20.7,   20.5
     1896 , 42164.03819444,        4,       18,          8.7,   20.5
     1897 , 42164.04166667,        2,        2,          0.7,   20.5
     1898 , 42164.04513889,       38,        0,          0.0,   20.5
     1899 , 42164.04861111,        0,        0,          0.0,   20.5
     1900 , 42164.05208333,       18,       17,         18.7,   21.0
     1901 , 42164.05555556,        6,        6,        100.0,   20.5
     1902 , 42164.05902778,       38,       32,         98.7,   20.0
     1903 , 42164.06250000,       32,       22,         98.0,   19.5
     1904 , 42164.06597222,       30,       81,         66.7,   19.0
     1905 , 42164.06944444,        0,        0,          0.0,   19.5
     1906 , 42164.07291667,        0,        0,          0.0,   19.5
     1907 , 42164.07638889,        7,        9,         64.0,   19.5
     1908 , 42164.07986111,        0,        0,        100.0,   20.0
     1909 , 42164.08333333,        1,        3,         22.0,   20.0
     1910 , 42164.08680556,        0,        0,          0.0,   20.0
     1911 , 42164.09027778,        0,        0,          0.0,   20.5
     1912 , 42164.09375000,        6,        0,          0.0,   20.5
     1913 , 42164.09722222,        0,        4,         24.0,   20.5
     1914 , 42164.10069444,        2,        2,         21.3,   20.0
     1915 , 42164.10416667,       10,        2,          3.3,   20.0
     1916 , 42164.10763889,       43,        1,         64.0,   19.5
     1917 , 42164.11111111,        1,        2,         96.0,   19.5
     1918 , 42164.11458333,        3,        6,         92.0,   19.0
     1919 , 42164.11805556,        1,        2,         87.3,   18.5
     1920 , 42164.12152778,        9,        9,         10.7,   18.5
     1921 , 42164.12500000,      154,        0,          0.0,   18.5
     1922 , 42164.12847222,      141,        2,          0.0,   19.0
     1923 , 42164.13194444,       20,       10,          4.7,   19.0
     1924 , 42164.13541667,       16,        2,          0.0,   19.5
     1925 , 42164.13888889,        0,        0,          0.0,   19.5
     1926 , 42164.14236111,       81,       36,         10.0,   19.5
     1927 , 42164.14583333,       81,       24,          4.0,   19.5
     1928 , 42164.14930556,        2,        0,          0.0,   19.5
     1929 , 42164.15277778,        8,        1,         36.0,   19.5
     1930 , 42164.15625000,        1,        4,         99.3,   19.5
     1931 , 42164.15972222,        0,        0,        100.0,   19.0
     1932 , 42164.16319444,       80,        3,         40.0,   18.5
     1933 , 42164.16666667,       43,       20,         40.7,   18.5
     1934 , 42164.17013889,        4,       14,          4.7,   18.5
     1935 , 42164.17361111,        0,        0,          0.0,   18.5
     1936 , 42164.17708333,        2,        3,         92.7,   18.5
     1937 , 42164.18055556,        0,        1,         47.3,   18.5
     1938 , 42164.18402778,        8,       10,          1.3,   18.0
     1939 , 42164.18750000,        0,        0,          0.0,   18.5
     1940 , 42164.19097222,        0,        0,          0.0,   18.5
     1941 , 42164.19444444,        8,        0,          0.0,   18.5
     1942 , 42164.19791667,        2,       10,          6.0,   19.0
     1943 , 42164.20138889,        4,        0,          0.0,   19.0
     1944 , 42164.20486111,       12,       22,         12.7,   19.0
     1945 , 42164.20833333,        0,        2,          0.0,   19.0
     1946 , 42164.21180556,        2,        5,         30.7,   19.0
     1947 , 42164.21527778,       14,        7,         92.0,   19.5
     1948 , 42164.21875000,        0,       19,         78.0,   19.5
     1949 , 42164.22222222,        4,       15,         42.0,   19.5
     1950 , 42164.22569444,       38,       19,         94.0,   19.5
     1951 , 42164.22916667,       14,       10,        100.0,   19.0
     1952 , 42164.23263889,       26,       30,         98.7,   18.0
     1953 , 42164.23611111,       14,        2,         99.3,   17.5
     1954 , 42164.23958333,       34,        6,        100.0,   17.5
     1955 , 42164.24305556,       24,       18,         98.0,   17.5
     1956 , 42164.24652778,        6,       39,         86.7,   17.0
     1957 , 42164.25000000,       40,       81,         60.7,   16.5
     1958 , 42164.25347222,       48,      104,         72.7,   16.5
     1959 , 42164.25694444,       46,       58,         90.7,   16.0
     1960 , 42164.26041667,       42,      106,         85.3,   16.0
     1961 , 42164.26388889,       26,       72,         94.7,   15.5
     1962 , 42164.26736111,       52,      100,         88.7,   15.5
     1963 , 42164.27083333,       82,       84,         84.7,   15.0
     1964 , 42164.27430556,       28,      138,         76.7,   15.0
     1965 , 42164.27777778,       26,       75,         78.0,   15.5
     1966 , 42164.28125000,       30,      166,         85.3,   16.0
     1967 , 42164.28472222,       12,       82,         88.0,   16.5
     1968 , 42164.28819444,       40,      117,         79.3,   16.5
     1969 , 42164.29166667,       78,      142,         90.7,   16.5
     1970 , 42164.29513889,       26,       24,         98.7,   17.0
     1971 , 42164.29861111,       34,       26,         93.3,   17.5
     1972 , 42164.30208333,       12,       22,         99.3,   17.5
     1973 , 42164.30555556,       16,        8,         99.3,   18.0
     1974 , 42164.30902778,       20,       60,         95.3,   18.5
     1975 , 42164.31250000,       20,       28,         99.3,   19.0
     1976 , 42164.31597222,       18,       87,         71.3,   19.5
     1977 , 42164.31944444,       26,      106,         76.0,   20.0
     1978 , 42164.32291667,       32,       89,         70.0,   21.0
     1979 , 42164.32638889,       16,       88,         84.7,   21.5
     1980 , 42164.32986111,        0,       88,         78.7,   22.5
     1981 , 42164.33333333,       22,       66,         77.3,   23.0
     1982 , 42164.33680556,       18,       46,         91.3,   24.0
     1983 , 42164.34027778,       26,       96,         61.3,   24.5
     1984 , 42164.34375000,       26,      103,         66.7,   25.0
     1985 , 42164.34722222,       52,       74,         54.0,   25.0
     1986 , 42164.35069444,       10,       56,         66.7,   25.0
     1987 , 42164.35416667,       14,      174,         69.3,   26.0
     1988 , 42164.35763889,       24,      103,         79.3,   27.0
     1989 , 42164.36111111,       28,      103,         50.0,   27.0
     1990 , 42164.36458333,       46,      117,         69.3,   27.5
     1991 , 42164.36805556,       61,      113,         72.7,   28.0
     1992 , 42164.37152778,       33,       87,         80.7,   28.5
     1993 , 42164.37500000,       10,      117,         78.0,   29.0
     1994 , 42164.37847222,       30,      157,         76.0,   29.0
     1995 , 42164.38194444,       12,       24,         90.0,   28.5
     1996 , 42164.38541667,       12,      108,         69.3,   29.0
     1997 , 42164.38888889,       28,      108,         38.7,   29.0
     1998 , 42164.39236111,       16,       47,         68.7,   29.0
     1999 , 42164.39583333,       20,       13,         94.0,   28.5
     2000 , 42164.39930556,       16,       92,         86.7,   29.0
     2001 , 42164.40277778,       14,      112,         77.3,   29.0
     2002 , 42164.40625000,        2,       28,         96.0,   29.0
     2003 , 42164.40972222,        8,       34,         92.0,   29.0
     2004 , 42164.41319444,       18,       26,         84.0,   29.5
     2005 , 42164.41666667,        4,        2,         93.3,   29.5
     2006 , 42164.42013889,       12,       49,         89.3,   29.5
     2007 , 42164.42361111,       36,       77,         90.0,   30.0
     2008 , 42164.42708333,       18,       42,         91.3,   30.0
     2009 , 42164.43055556,       38,       77,         87.3,   30.5
     2010 , 42164.43402778,      105,      211,         75.3,   31.0
     2011 , 42164.43750000,       51,      174,         60.7,   31.5
     2012 , 42164.44097222,       48,      146,         61.3,   32.0
     2013 , 42164.44444444,       12,      131,         60.0,   32.0
     2014 , 42164.44791667,       30,       17,         89.3,   32.0
     2015 , 42164.45138889,       20,       72,         68.7,   31.5
     2016 , 42164.45486111,       20,       20,         98.7,   31.5
     2017 , 42164.45833333,       16,        8,         99.3,   31.5
     2018 , 42164.46180556,       50,       14,        100.0,   32.0
     2019 , 42164.46527778,       18,       30,         98.7,   32.0
     2020 , 42164.46875000,       14,       14,         98.0,   31.5
     2021 , 42164.47222222,       26,       34,         98.7,   32.0
     2022 , 42164.47569444,        6,       87,         84.7,   32.5
     2023 , 42164.47916667,       28,      102,         79.3,   33.0
     2024 , 42164.48263889,       28,       83,         93.3,   33.0
     2025 , 42164.48611111,       14,       48,         96.7,   33.5
     2026 , 42164.48958333,       20,        8,        100.0,   33.5
     2027 , 42164.49305556,       10,        2,        100.0,   33.0
     2028 , 42164.49652778,       12,       10,         99.3,   33.0
     2029 , 42164.50000000,       56,       14,         99.3,   33.5
     2030 , 42164.50347222,       16,      124,         92.0,   34.0
     2031 , 42164.50694444,       16,       82,         88.7,   34.5
     2032 , 42164.51041667,       24,       70,         96.7,   34.0
     2033 , 42164.51388889,       20,       62,         87.3,   33.5
     2034 , 42164.51736111,        6,       52,         92.7,   33.0
     2035 , 42164.52083333,        8,       18,         99.3,   33.0
     2036 , 42164.52430556,       20,       20,         99.3,   32.5
     2037 , 42164.52777778,       12,       72,         96.7,   32.5
     2038 , 42164.53125000,       12,        6,         99.3,   32.5
     2039 , 42164.53472222,       18,       38,         90.7,   32.5
     2040 , 42164.53819444,       20,        2,        100.0,   32.5
     2041 , 42164.54166667,        8,       38,         97.3,   33.0
     2042 , 42164.54513889,        8,       88,         97.3,   33.0
     2043 , 42164.54861111,        4,      152,         93.3,   33.0
     2044 , 42164.55208333,        0,       60,         98.0,   33.0
     2045 , 42164.55555556,        4,       35,         56.7,   33.0
     2046 , 42164.55902778,        6,        4,          0.0,   33.5
     2047 , 42164.56250000,        0,        2,          0.0,   34.0
     2048 , 42164.56597222,        0,        0,          0.0,   34.5
     2049 , 42164.56944444,        2,        6,          0.7,   35.0
     2050 , 42164.57291667,        2,       15,         70.0,   36.0
     2051 , 42164.57638889,        4,       56,         98.0,   35.5
     2052 , 42164.57986111,       34,       12,        100.0,   35.0
     2053 , 42164.58333333,       48,       22,         98.7,   34.5
     2054 , 42164.58680556,        0,       53,         93.3,   34.0
     2055 , 42164.59027778,        0,        0,          0.0,   34.0
     2056 , 42164.59375000,        0,        0,          0.0,   34.0
     2057 , 42164.59722222,        0,        0,          0.0,   34.5
     2058 , 42164.60069444,        0,        0,          0.0,   34.5
     2059 , 42164.60416667,        0,        0,          0.0,   34.5
     2060 , 42164.60763889,        0,        0,          0.0,   34.5
     2061 , 42164.61111111,        0,        4,          0.0,   34.5
     2062 , 42164.61458333,        0,       18,          0.7,   34.0
     2063 , 42164.61805556,        0,       82,          4.0,   34.0
     2064 , 42164.62152778,        6,       22,          0.7,   34.0
     2065 , 42164.62500000,        4,        0,          0.0,   34.0
     2066 , 42164.62847222,        0,        0,          0.0,   34.5
     2067 , 42164.63194444,        0,        6,          0.7,   34.5
     2068 , 42164.63541667,        2,        2,          0.0,   34.5
     2069 , 42164.63888889,        0,       26,          4.7,   35.0
     2070 , 42164.64236111,        0,        0,          0.0,   35.0
     2071 , 42164.64583333,        0,       30,          2.7,   35.0
     2072 , 42164.64930556,        0,       11,         27.3,   35.0
     2073 , 42164.65277778,        0,        0,        100.0,   35.0
     2074 , 42164.65625000,        0,        0,        100.0,   35.0
     2075 , 42164.65972222,        4,       38,         98.7,   34.5
     2076 , 42164.66319444,        0,        0,        100.0,   34.0
     2077 , 42164.66666667,        0,        0,        100.0,   34.0
     2078 , 42164.67013889,        2,       73,          6.0,   33.5
     2079 , 42164.67361111,        0,        2,          0.0,   33.5
     2080 , 42164.67708333,        0,        0,          0.0,   33.5
     2081 , 42164.68055556,        2,        4,          0.0,   33.5
     2082 , 42164.68402778,        0,        0,          0.0,   33.5
     2083 , 42164.68750000,       30,       14,          3.3,   33.5
     2084 , 42164.69097222,        8,       72,          9.3,   33.0
     2085 , 42164.69444444,        4,       88,          5.3,   33.0
     2086 , 42164.69791667,        0,        0,          0.0,   33.0
     2087 , 42164.70138889,        5,        2,          0.0,   33.0
     2088 , 42164.70486111,        1,       94,          4.7,   33.0
     2089 , 42164.70833333,        0,        1,         41.3,   32.5
     2090 , 42164.71180556,        8,       85,         88.0,   32.5
     2091 , 42164.71527778,        0,       20,          6.0,   33.0
     2092 , 42164.71875000,        0,        0,          0.0,   32.5
     2093 , 42164.72222222,        0,        0,          0.0,   32.5
     2094 , 42164.72569444,        0,        0,          0.0,   32.0
     2095 , 42164.72916667,        0,        4,          0.7,   32.0
     2096 , 42164.73263889,        0,        0,          0.0,   32.0
     2097 , 42164.73611111,       20,        8,         11.3,   31.5
     2098 , 42164.73958333,       20,        8,          4.7,   31.5
     2099 , 42164.74305556,        6,        0,          0.0,   31.0
     2100 , 42164.74652778,       20,        2,          0.0,   31.0
     2101 , 42164.75000000,       12,        2,          0.0,   31.0
     2102 , 42164.75347222,        2,        2,          0.0,   31.0
     2103 , 42164.75694444,       14,        6,          8.0,   30.5
     2104 , 42164.76041667,        0,        0,          0.0,   30.5
     2105 , 42164.76388889,        0,        0,          0.0,   30.0
     2106 , 42164.76736111,        8,        1,         12.0,   30.0
     2107 , 42164.77083333,        6,       44,         84.7,   30.0
     2108 , 42164.77430556,        2,       34,         86.7,   29.5
     2109 , 42164.77777778,        8,       44,         94.7,   29.5
     2110 , 42164.78125000,        8,       28,         92.7,   29.5
     2111 , 42164.78472222,        8,       66,         84.7,   29.5
     2112 , 42164.78819444,        0,        4,        100.0,   29.5
     2113 , 42164.79166667,        8,       38,         94.0,   29.5
     2114 , 42164.79513889,       10,        0,        100.0,   29.5
     2115 , 42164.79861111,       16,        8,         99.3,   29.0
     2116 , 42164.80208333,       20,        0,        100.0,   29.0
     2117 , 42164.80555556,        8,        0,        100.0,   28.5
     2118 , 42164.80902778,        2,        0,        100.0,   28.0
     2119 , 42164.81250000,        6,        0,        100.0,   28.0
     2120 , 42164.81597222,        6,       10,        100.0,   28.0
     2121 , 42164.81944444,       10,        6,         99.3,   27.5
     2122 , 42164.82291667,        4,        2,        100.0,   27.5
     2123 , 42164.82638889,        4,        0,        100.0,   27.5
     2124 , 42164.82986111,       14,       74,         82.7,   27.0
     2125 , 42164.83333333,        2,       16,         98.7,   27.0
     2126 , 42164.83680556,       10,        0,        100.0,   27.0
     2127 , 42164.84027778,        8,        8,        100.0,   26.5
     2128 , 42164.84375000,        0,        1,         98.7,   26.0
     2129 , 42164.84722222,        4,        0,          0.0,   25.5
     2130 , 42164.85069444,        0,        0,          0.0,   25.5
     2131 , 42164.85416667,       14,        0,          0.0,   25.0
     2132 , 42164.85763889,        0,        0,          0.0,   25.0
     2133 , 42164.86111111,        0,        0,          0.0,   25.0
     2134 , 42164.86458333,        2,        0,          0.0,   24.5
     2135 , 42164.86805556,        2,       26,         20.0,   24.5
     2136 , 42164.87152778,        8,       23,         95.3,   24.0
     2137 , 42164.87500000,        2,        0,        100.0,   23.5
     2138 , 42164.87847222,       12,       12,         99.3,   23.0
     2139 , 42164.88194444,       36,        8,         99.3,   22.5
     2140 , 42164.88541667,        4,       14,         99.3,   21.5
     2141 , 42164.88888889,        4,        0,        100.0,   21.0
     2142 , 42164.89236111,        8,       12,        100.0,   21.0
     2143 , 42164.89583333,       32,       14,         99.3,   20.5
     2144 , 42164.89930556,       24,        6,        100.0,   20.5
     2145 , 42164.90277778,        4,       30,         98.7,   20.5
     2146 , 42164.90625000,       14,       58,         94.0,   20.0
     2147 , 42164.90972222,       16,       48,         98.0,   20.0
     2148 , 42164.91319444,       12,       12,         99.3,   19.0
     2149 , 42164.91666667,        0,        8,        100.0,   18.5
     2150 , 42164.92013889,        4,        0,        100.0,   18.0
     2151 , 42164.92361111,       12,        0,        100.0,   17.5
     2152 , 42164.92708333,        6,        0,        100.0,   17.0
     2153 , 42164.93055556,        8,        6,         99.3,   16.5
     2154 , 42164.93402778,       10,       20,         99.3,   16.5
     2155 , 42164.93750000,       22,       34,         80.0,   16.0
     2156 , 42164.94097222,        6,       17,         87.3,   15.5
     2157 , 42164.94444444,       14,        2,          0.0,   15.5
