 Record  ,     Date/Time ,   X-Act ,   Y-Act ,  % Head Down,   Temp 
        0 , 42156.55555556,        0,        0,        100.0,   30.5
        1 , 42156.55902778,        0,        0,        100.0,   30.0
        2 , 42156.56250000,        0,        0,        100.0,   30.5
        3 , 42156.56597222,        0,        0,        100.0,   31.0
        4 , 42156.56944444,        0,        0,        100.0,   31.0
        5 , 42156.57291667,        0,        0,        100.0,   31.0
        6 , 42156.57638889,        0,        0,        100.0,   30.5
        7 , 42156.57986111,        0,        0,        100.0,   30.5
        8 , 42156.58333333,        0,        0,        100.0,   30.5
        9 , 42156.58680556,        0,        0,        100.0,   31.0
       10 , 42156.59027778,        0,        0,        100.0,   31.0
       11 , 42156.59375000,        0,        0,        100.0,   31.0
       12 , 42156.59722222,        0,        0,        100.0,   31.5
       13 , 42156.60069444,        1,        1,         91.3,   31.0
       14 , 42157.50347222,        2,        4,         99.3,   23.5
       15 , 42157.50694444,       24,       54,         94.7,   24.5
       16 , 42157.51041667,        8,       34,         94.0,   25.5
       17 , 42157.51388889,        6,       62,         90.7,   26.5
       18 , 42157.51736111,        0,       10,         97.3,   27.0
       19 , 42157.52083333,       14,       66,         88.7,   27.5
       20 , 42157.52430556,        6,       22,         95.3,   27.5
       21 , 42157.52777778,        2,        4,         90.0,   28.0
       22 , 42157.53125000,       18,       32,         90.7,   28.0
       23 , 42157.53472222,        0,       14,         93.3,   28.0
       24 , 42157.53819444,        0,       30,         83.3,   28.0
       25 , 42157.54166667,        6,       18,         98.0,   28.5
       26 , 42157.54513889,       10,       36,         76.7,   28.0
       27 , 42157.54861111,        0,       50,         81.3,   28.0
       28 , 42157.55208333,       34,       25,         84.0,   28.5
       29 , 42157.55555556,       18,       39,         87.3,   28.5
       30 , 42157.55902778,        0,       14,         99.3,   28.5
       31 , 42157.56250000,        4,       74,         95.3,   28.5
       32 , 42157.56597222,        0,       96,         86.7,   28.5
       33 , 42157.56944444,        2,      100,         86.7,   28.5
       34 , 42157.57291667,        0,       94,         87.3,   29.0
       35 , 42157.57638889,       20,       98,         82.0,   29.5
       36 , 42157.57986111,        6,       61,         72.7,   29.0
       37 , 42157.58333333,        2,       61,         87.3,   29.0
       38 , 42157.58680556,        2,       50,         88.7,   29.0
       39 , 42157.59027778,       26,      100,         88.0,   29.0
       40 , 42157.59375000,       32,       90,         90.7,   29.5
       41 , 42157.59722222,       14,       62,         87.3,   29.5
       42 , 42157.60069444,        0,        6,         94.7,   30.0
       43 , 42157.60416667,       26,       60,         96.0,   30.0
       44 , 42157.60763889,       16,       12,         98.0,   29.5
       45 , 42157.61111111,       18,       24,         98.0,   29.5
       46 , 42157.61458333,       20,       26,         98.0,   29.5
       47 , 42157.61805556,       32,       16,         92.0,   29.5
       48 , 42157.62152778,       20,       16,         97.3,   29.5
       49 , 42157.62500000,        8,       42,         80.7,   29.5
       50 , 42157.62847222,       26,        2,        100.0,   30.0
       51 , 42157.63194444,       10,       10,         99.3,   29.5
       52 , 42157.63541667,       10,       15,         68.0,   29.5
       53 , 42157.63888889,        0,        0,          0.0,   29.5
       54 , 42157.64236111,        2,        0,          0.0,   29.5
       55 , 42157.64583333,        0,        2,          0.0,   30.0
       56 , 42157.64930556,        0,       20,         32.7,   30.0
       57 , 42157.65277778,        2,       27,         96.0,   30.0
       58 , 42157.65625000,        2,       14,         99.3,   30.0
       59 , 42157.65972222,       24,       54,         84.0,   29.5
       60 , 42157.66319444,        6,        7,         26.0,   29.5
       61 , 42157.66666667,       32,       38,          7.3,   29.5
       62 , 42157.67013889,        2,        0,          0.0,   29.5
       63 , 42157.67361111,        2,        0,          0.0,   29.5
       64 , 42157.67708333,       22,        2,          6.7,   30.0
       65 , 42157.68055556,       13,       10,         12.0,   30.0
       66 , 42157.68402778,        2,        2,         32.7,   30.0
       67 , 42157.68750000,       25,        1,         97.3,   30.0
       68 , 42157.69097222,       30,       12,         80.0,   30.0
       69 , 42157.69444444,        3,        1,         90.7,   29.5
       70 , 42157.69791667,        2,        0,          0.0,   29.5
       71 , 42157.70138889,        4,        6,          0.0,   29.5
       72 , 42157.70486111,       18,       28,         10.0,   29.5
       73 , 42157.70833333,        8,        0,          0.0,   29.5
       74 , 42157.71180556,       37,        0,          0.0,   29.5
       75 , 42157.71527778,       22,       14,         10.7,   29.0
       76 , 42157.71875000,        0,        7,         82.7,   29.0
       77 , 42157.72222222,        2,       82,         48.7,   29.0
       78 , 42157.72569444,        0,      165,         66.0,   29.0
       79 , 42157.72916667,       14,       55,         88.7,   29.0
       80 , 42157.73263889,        6,       10,         38.0,   29.0
       81 , 42157.73611111,        2,       34,         80.7,   29.0
       82 , 42157.73958333,        2,        0,        100.0,   29.0
       83 , 42157.74305556,       14,        0,        100.0,   29.0
       84 , 42157.74652778,        6,       16,         96.7,   29.5
       85 , 42157.75000000,        4,        0,        100.0,   29.5
       86 , 42157.75347222,       39,        0,        100.0,   30.0
       87 , 42157.75694444,       23,        2,         99.3,   30.0
       88 , 42157.76041667,       30,        0,        100.0,   30.0
       89 , 42157.76388889,       12,        0,        100.0,   30.0
       90 , 42157.76736111,       17,        0,        100.0,   30.5
       91 , 42157.77083333,       64,       20,         86.7,   30.5
       92 , 42157.77430556,       36,        6,        100.0,   30.5
       93 , 42157.77777778,       33,        4,         99.3,   30.0
       94 , 42157.78125000,        4,       50,         74.0,   29.5
       95 , 42157.78472222,       34,        7,         89.3,   29.0
       96 , 42157.78819444,       28,       22,         54.0,   28.5
       97 , 42157.79166667,        0,        8,          0.0,   29.0
       98 , 42157.79513889,        0,        0,          0.0,   29.5
       99 , 42157.79861111,        0,       34,         22.7,   30.0
      100 , 42157.80208333,        2,        2,          0.0,   29.5
      101 , 42157.80555556,        0,        1,          2.7,   29.5
      102 , 42157.80902778,        4,       57,         64.0,   29.5
      103 , 42157.81250000,        0,       37,         92.0,   28.5
      104 , 42157.81597222,        8,       52,         77.3,   27.5
      105 , 42157.81944444,        4,        6,         99.3,   27.0
      106 , 42157.82291667,        0,        0,        100.0,   27.0
      107 , 42157.82638889,        0,       20,         96.0,   27.0
      108 , 42157.82986111,        6,        4,        100.0,   27.0
      109 , 42157.83333333,       38,        2,        100.0,   27.0
      110 , 42157.83680556,       36,        0,        100.0,   27.0
      111 , 42157.84027778,       11,        2,         94.7,   27.5
      112 , 42157.84375000,       81,        0,        100.0,   28.0
      113 , 42157.84722222,       70,        0,        100.0,   28.0
      114 , 42157.85069444,       16,        0,        100.0,   28.0
      115 , 42157.85416667,       18,       18,         96.0,   28.0
      116 , 42157.85763889,        2,       10,         96.7,   27.5
      117 , 42157.86111111,        2,       18,         77.3,   26.5
      118 , 42157.86458333,        8,       22,         83.3,   25.0
      119 , 42157.86805556,        0,       19,         14.7,   24.5
      120 , 42157.87152778,        0,       43,         46.7,   24.0
      121 , 42157.87500000,        6,       43,         52.7,   23.5
      122 , 42157.87847222,        4,       32,         78.7,   23.0
      123 , 42157.88194444,        4,       13,         90.0,   23.0
      124 , 42157.88541667,        2,        4,        100.0,   24.5
      125 , 42157.88888889,       12,       20,         94.0,   24.5
      126 , 42157.89236111,       14,       57,         60.0,   23.5
      127 , 42157.89583333,        0,       22,         60.0,   22.5
      128 , 42157.89930556,        0,        8,         38.7,   21.5
      129 , 42157.90277778,        0,        0,          0.0,   20.5
      130 , 42157.90625000,       16,       14,          5.3,   20.0
      131 , 42157.90972222,        6,        0,          0.0,   19.5
      132 , 42157.91319444,        0,        4,          5.3,   19.5
      133 , 42157.91666667,        0,        0,          0.0,   19.0
      134 , 42157.92013889,        0,        6,          0.0,   18.5
      135 , 42157.92361111,        2,        0,          0.0,   18.5
      136 , 42157.92708333,        0,        0,          0.0,   18.0
      137 , 42157.93055556,        2,       12,          1.3,   18.0
      138 , 42157.93402778,        0,        0,          0.0,   17.5
      139 , 42157.93750000,        0,        0,          0.0,   17.5
      140 , 42157.94097222,        2,        5,         31.3,   17.0
      141 , 42157.94444444,        0,        2,        100.0,   17.0
      142 , 42157.94791667,        0,        0,        100.0,   17.0
      143 , 42157.95138889,        0,        2,        100.0,   16.5
      144 , 42157.95486111,        0,        3,         24.0,   16.5
      145 , 42157.95833333,        0,        0,          0.0,   17.0
      146 , 42157.96180556,        0,        0,          0.0,   17.0
      147 , 42157.96527778,        0,        0,          0.0,   17.0
      148 , 42157.96875000,        9,       11,          8.7,   17.0
      149 , 42157.97222222,        0,        0,        100.0,   17.5
      150 , 42157.97569444,        1,        1,         27.3,   17.5
      151 , 42157.97916667,        0,        0,          0.0,   18.0
      152 , 42157.98263889,        0,        0,          0.0,   18.0
      153 , 42157.98611111,        0,        2,          0.0,   18.0
      154 , 42157.98958333,       12,        7,         38.0,   18.0
      155 , 42157.99305556,        2,       22,         82.7,   18.0
      156 , 42157.99652778,        0,        6,         93.3,   18.0
      157 , 42158.00000000,        0,        6,         98.7,   17.5
      158 , 42158.00347222,        0,        0,        100.0,   17.5
      159 , 42158.00694444,        0,       12,         95.3,   17.0
      160 , 42158.01041667,        0,        0,        100.0,   16.5
      161 , 42158.01388889,        2,      113,         44.7,   16.0
      162 , 42158.01736111,        0,       54,          4.7,   16.0
      163 , 42158.02083333,        0,       26,          0.7,   16.0
      164 , 42158.02430556,        2,       45,         29.3,   15.5
      165 , 42158.02777778,        1,        1,         33.3,   15.5
      166 , 42158.03125000,        1,        0,          0.0,   16.0
      167 , 42158.03472222,       17,        7,         16.7,   16.0
      168 , 42158.03819444,        9,        4,         99.3,   16.0
      169 , 42158.04166667,        4,        0,        100.0,   16.0
      170 , 42158.04513889,        1,        0,        100.0,   16.5
      171 , 42158.04861111,        8,        8,         94.7,   17.0
      172 , 42158.05208333,        0,        0,        100.0,   17.0
      173 , 42158.05555556,        4,        0,        100.0,   17.0
      174 , 42158.05902778,        5,        7,         63.3,   17.0
      175 , 42158.06250000,        4,        3,         65.3,   17.0
      176 , 42158.06597222,        0,        0,        100.0,   16.5
      177 , 42158.06944444,        0,       18,         92.0,   16.0
      178 , 42158.07291667,        0,        6,         97.3,   15.5
      179 , 42158.07638889,        0,        9,         18.0,   15.5
      180 , 42158.07986111,        4,       26,         28.0,   15.5
      181 , 42158.08333333,        0,        8,          0.0,   16.0
      182 , 42158.08680556,        0,       34,         11.3,   16.0
      183 , 42158.09027778,        0,       28,          5.3,   16.0
      184 , 42158.09375000,        0,       94,          8.7,   16.0
      185 , 42158.09722222,        0,       18,         33.3,   16.0
      186 , 42158.10069444,        0,       40,          4.0,   16.0
      187 , 42158.10416667,        0,        0,          0.0,   16.0
      188 , 42158.10763889,        4,        0,          0.0,   16.0
      189 , 42158.11111111,        0,        0,          0.0,   16.5
      190 , 42158.11458333,        2,       46,         14.0,   16.5
      191 , 42158.11805556,        2,       10,          8.7,   16.5
      192 , 42158.12152778,        8,        0,          0.0,   16.5
      193 , 42158.12500000,        0,        4,          0.7,   16.5
      194 , 42158.12847222,       28,       20,          2.7,   16.5
      195 , 42158.13194444,        4,        2,          3.3,   16.5
      196 , 42158.13541667,        0,        0,          0.0,   16.5
      197 , 42158.13888889,        0,       22,          4.7,   16.5
      198 , 42158.14236111,        0,        2,          0.0,   16.5
      199 , 42158.14583333,        6,       38,          9.3,   16.5
      200 , 42158.14930556,        0,       14,         14.0,   16.5
      201 , 42158.15277778,        0,       58,          5.3,   16.5
      202 , 42158.15625000,        0,       32,         14.0,   17.0
      203 , 42158.15972222,        0,        0,          0.0,   17.0
      204 , 42158.16319444,        4,       18,         24.7,   17.0
      205 , 42158.16666667,        0,        3,         80.0,   17.0
      206 , 42158.17013889,        0,        4,         99.3,   16.5
      207 , 42158.17361111,        2,       13,         98.0,   16.0
      208 , 42158.17708333,       28,       36,          8.0,   16.0
      209 , 42158.18055556,        0,        0,          0.0,   15.5
      210 , 42158.18402778,        0,        0,          0.0,   15.5
      211 , 42158.18750000,        0,        0,          0.0,   15.5
      212 , 42158.19097222,       12,       50,         27.3,   15.5
      213 , 42158.19444444,        0,       16,          3.3,   15.5
      214 , 42158.19791667,        0,        0,          0.0,   15.5
      215 , 42158.20138889,        0,        8,          4.7,   15.5
      216 , 42158.20486111,        6,       10,          5.3,   15.5
      217 , 42158.20833333,       53,        5,         19.3,   15.5
      218 , 42158.21180556,       14,        0,        100.0,   16.0
      219 , 42158.21527778,        4,        0,        100.0,   16.5
      220 , 42158.21875000,        3,        2,         96.7,   16.5
      221 , 42158.22222222,        3,        7,         90.7,   17.0
      222 , 42158.22569444,        0,        0,          0.0,   16.5
      223 , 42158.22916667,        0,        0,          0.0,   16.5
      224 , 42158.23263889,        0,        0,          0.0,   16.0
      225 , 42158.23611111,       43,       26,          7.3,   16.5
      226 , 42158.23958333,        0,        0,          0.0,   16.5
      227 , 42158.24305556,        0,        0,          0.0,   16.5
      228 , 42158.24652778,        0,        0,          0.0,   16.5
      229 , 42158.25000000,        0,        2,          0.0,   16.5
      230 , 42158.25347222,        0,        0,          0.0,   16.5
      231 , 42158.25694444,        0,        1,         52.0,   16.5
      232 , 42158.26041667,        0,        0,        100.0,   16.5
      233 , 42158.26388889,        0,        0,        100.0,   16.5
      234 , 42158.26736111,        5,        1,         24.7,   16.5
      235 , 42158.27083333,        0,        0,          0.0,   16.5
      236 , 42158.27430556,        2,        0,          0.0,   17.0
      237 , 42158.27777778,        2,        0,          0.7,   17.0
      238 , 42158.28125000,        5,        0,          0.0,   17.0
      239 , 42158.28472222,       20,        2,          6.7,   17.0
      240 , 42158.28819444,        2,        0,          0.0,   16.5
      241 , 42158.29166667,        2,        0,          0.0,   16.5
      242 , 42158.29513889,        6,        0,          0.0,   16.5
      243 , 42158.29861111,        0,        0,          0.0,   16.5
      244 , 42158.30208333,        2,       24,          0.7,   16.5
      245 , 42158.30555556,        2,       23,         48.7,   16.5
      246 , 42158.30902778,        2,        4,        100.0,   16.0
      247 , 42158.31250000,       20,        2,        100.0,   16.0
      248 , 42158.31597222,        0,        0,        100.0,   15.5
      249 , 42158.31944444,        0,        0,        100.0,   16.0
      250 , 42158.32291667,        4,       14,         88.7,   16.5
      251 , 42158.32638889,       21,        6,         92.7,   16.0
      252 , 42158.32986111,       15,        0,        100.0,   16.0
      253 , 42158.33333333,       10,       30,         88.7,   16.0
      254 , 42158.33680556,       36,       24,         97.3,   15.0
      255 , 42158.34027778,        4,       28,         86.7,   14.5
      256 , 42158.34375000,       12,       13,         27.3,   14.5
      257 , 42158.34722222,        0,        0,          0.0,   14.5
      258 , 42158.35069444,       16,       95,         39.3,   14.5
      259 , 42158.35416667,       18,       57,         86.7,   14.5
      260 , 42158.35763889,        0,       29,         96.7,   14.5
      261 , 42158.36111111,       56,       92,         51.3,   14.5
      262 , 42158.36458333,       10,       64,         36.7,   14.5
      263 , 42158.36805556,        8,      132,         52.0,   14.0
      264 , 42158.37152778,        2,      126,         52.0,   14.0
      265 , 42158.37500000,        4,       52,         62.7,   14.0
      266 , 42158.37847222,        2,       25,         81.3,   14.0
      267 , 42158.38194444,       12,       50,         59.3,   14.0
      268 , 42158.38541667,        2,       98,         60.0,   14.0
      269 , 42158.38888889,        2,       42,         77.3,   14.0
      270 , 42158.39236111,        0,       40,         54.7,   14.5
      271 , 42158.39583333,       10,       45,         61.3,   14.5
      272 , 42158.39930556,        0,       10,         98.0,   15.0
      273 , 42158.40277778,        0,       31,         92.7,   15.0
      274 , 42158.40625000,        2,       79,         86.7,   15.5
      275 , 42158.40972222,        0,       50,         94.7,   15.5
      276 , 42158.41319444,        0,       52,         92.7,   15.0
      277 , 42158.41666667,        2,       26,         95.3,   15.0
      278 , 42158.42013889,       20,      102,         69.3,   15.0
      279 , 42158.42361111,       26,      102,         70.7,   15.5
      280 , 42158.42708333,       20,       52,         82.0,   16.0
      281 , 42158.43055556,        2,       16,         98.7,   16.5
      282 , 42158.43402778,        6,       93,         56.0,   17.0
      283 , 42158.43750000,        6,       15,         87.3,   17.5
      284 , 42158.44097222,       40,        0,        100.0,   17.5
      285 , 42158.44444444,        0,       50,         74.7,   17.5
      286 , 42158.44791667,       20,       20,         95.3,   18.0
      287 , 42158.45138889,       26,       36,         82.7,   18.0
      288 , 42158.45486111,        6,        6,        100.0,   17.5
      289 , 42158.45833333,        2,       12,         98.7,   18.0
      290 , 42158.46180556,        8,        6,        100.0,   18.0
      291 , 42158.46527778,       30,        6,         99.3,   18.0
      292 , 42158.46875000,       20,       28,         91.3,   18.0
      293 , 42158.47222222,       26,       26,         87.3,   18.5
      294 , 42158.47569444,       22,        8,        100.0,   18.5
      295 , 42158.47916667,       10,       16,         96.0,   18.5
      296 , 42158.48263889,       10,       40,         92.0,   19.0
      297 , 42158.48611111,       12,       26,         96.7,   19.0
      298 , 42158.48958333,        2,       38,         91.3,   19.5
      299 , 42158.49305556,        4,        6,         98.7,   20.5
      300 , 42158.49652778,        0,        0,        100.0,   21.5
      301 , 42158.50000000,       14,       14,         97.3,   22.5
      302 , 42158.50347222,       18,       30,         92.0,   21.5
      303 , 42158.50694444,        4,        6,        100.0,   21.0
      304 , 42158.51041667,        8,       16,         99.3,   20.5
      305 , 42158.51388889,       24,       19,         94.7,   20.0
      306 , 42158.51736111,       40,        7,         98.7,   20.0
      307 , 42158.52083333,        8,       34,         84.7,   20.0
      308 , 42158.52430556,       12,        6,         97.3,   20.0
      309 , 42158.52777778,       12,        8,        100.0,   20.0
      310 , 42158.53125000,       18,        8,         99.3,   20.0
      311 , 42158.53472222,       34,       10,         98.0,   20.0
      312 , 42158.53819444,       29,        4,        100.0,   20.0
      313 , 42158.54166667,       35,       20,         99.3,   20.0
      314 , 42158.54513889,        0,       16,         95.3,   21.0
      315 , 42158.54861111,       16,       12,         98.7,   22.0
      316 , 42158.55208333,        8,        6,         98.0,   22.0
      317 , 42158.55555556,        2,        0,        100.0,   22.0
      318 , 42158.55902778,       38,       17,         52.0,   22.0
      319 , 42158.56250000,       14,       22,         12.7,   22.0
      320 , 42158.56597222,       14,       24,          2.7,   22.0
      321 , 42158.56944444,       10,        6,          0.7,   22.0
      322 , 42158.57291667,        6,        7,         10.7,   22.5
      323 , 42158.57638889,        6,      120,         77.3,   22.5
      324 , 42158.57986111,        6,       96,         65.3,   22.5
      325 , 42158.58333333,       16,       74,         75.3,   22.5
      326 , 42158.58680556,        8,       68,         75.3,   23.0
      327 , 42158.59027778,       18,      122,         73.3,   23.0
      328 , 42158.59375000,       20,      112,         60.7,   23.0
      329 , 42158.59722222,       24,      100,         60.7,   23.0
      330 , 42158.60069444,        4,       39,         39.3,   24.0
      331 , 42158.60416667,       58,       72,         68.0,   25.0
      332 , 42158.60763889,       48,       79,         62.7,   25.5
      333 , 42158.61111111,       16,        4,         94.0,   25.0
      334 , 42158.61458333,       18,       16,         92.0,   24.5
      335 , 42158.61805556,        6,       60,         56.7,   24.5
      336 , 42158.62152778,        6,        2,        100.0,   23.5
      337 , 42158.62500000,        6,        8,         90.7,   23.5
      338 , 42158.62847222,        0,       14,         92.7,   23.5
      339 , 42158.63194444,        6,       67,         60.7,   23.5
      340 , 42158.63541667,        9,       77,         70.0,   23.5
      341 , 42158.63888889,       15,        6,         98.0,   23.5
      342 , 42158.64236111,        0,        6,         97.3,   23.5
      343 , 42158.64583333,        0,       14,         97.3,   23.0
      344 , 42158.64930556,        4,        2,        100.0,   23.0
      345 , 42158.65277778,        0,       14,         84.7,   23.5
      346 , 42158.65625000,        0,       14,         89.3,   23.0
      347 , 42158.65972222,        4,       16,         96.7,   23.0
      348 , 42158.66319444,       18,       64,         44.7,   23.0
      349 , 42158.66666667,        2,        6,         74.0,   23.0
      350 , 42158.67013889,       12,       28,         92.0,   22.5
      351 , 42158.67361111,        0,        6,         99.3,   22.5
      352 , 42158.67708333,        0,       46,         63.3,   23.0
      353 , 42158.68055556,        0,        0,        100.0,   23.0
      354 , 42158.68402778,        0,        4,         97.3,   23.0
      355 , 42158.68750000,        4,       58,         76.0,   23.0
      356 , 42158.69097222,       16,       75,         38.0,   23.5
      357 , 42158.69444444,        8,       27,         77.3,   23.5
      358 , 42158.69791667,       26,        0,        100.0,   23.5
      359 , 42158.70138889,        8,       52,         94.7,   23.0
      360 , 42158.70486111,       28,      141,         68.0,   23.0
      361 , 42158.70833333,       28,       49,         92.7,   23.0
      362 , 42158.71180556,        8,       52,         89.3,   23.0
      363 , 42158.71527778,       26,       46,         96.0,   23.5
      364 , 42158.71875000,       12,       42,         98.7,   23.5
      365 , 42158.72222222,        4,       48,         98.0,   23.5
      366 , 42158.72569444,        4,       30,         98.7,   23.0
      367 , 42158.72916667,       30,       54,         91.3,   22.5
      368 , 42158.73263889,       16,       44,         94.7,   21.5
      369 , 42158.73611111,       28,       62,         91.3,   21.0
      370 , 42158.73958333,        4,        8,         98.0,   21.0
      371 , 42158.74305556,       30,        2,        100.0,   21.0
      372 , 42158.74652778,       48,       48,         96.0,   21.5
      373 , 42158.75000000,       52,      104,         87.3,   21.5
      374 , 42158.75347222,       16,       52,         96.7,   22.0
      375 , 42158.75694444,       44,       72,         98.0,   22.5
      376 , 42158.76041667,       14,       38,         98.7,   22.5
      377 , 42158.76388889,       16,       58,         96.0,   22.0
      378 , 42158.76736111,       18,       58,         94.0,   23.0
      379 , 42158.77083333,       10,      120,         80.7,   23.5
      380 , 42158.77430556,       10,       96,         82.0,   23.5
      381 , 42158.77777778,       22,       84,         93.3,   23.5
      382 , 42158.78125000,       20,       19,         99.3,   23.0
      383 , 42158.78472222,        6,       37,         98.0,   22.5
      384 , 42158.78819444,       38,       64,         93.3,   22.0
      385 , 42158.79166667,       18,       28,         95.3,   22.0
      386 , 42158.79513889,       32,       20,         97.3,   22.0
      387 , 42158.79861111,       20,        0,        100.0,   21.5
      388 , 42158.80208333,       16,       22,         96.7,   21.5
      389 , 42158.80555556,       14,        8,        100.0,   21.5
      390 , 42158.80902778,       28,        0,        100.0,   21.5
      391 , 42158.81250000,       18,       46,         95.3,   21.0
      392 , 42158.81597222,       22,       11,         88.0,   21.0
      393 , 42158.81944444,        0,        0,          0.0,   20.5
      394 , 42158.82291667,        0,        0,          0.0,   20.0
      395 , 42158.82638889,        0,        0,          0.0,   19.5
      396 , 42158.82986111,        2,        8,          0.0,   19.5
      397 , 42158.83333333,        0,        0,          0.0,   19.0
      398 , 42158.83680556,        0,        8,          1.3,   19.0
      399 , 42158.84027778,        0,        4,          0.0,   18.5
      400 , 42158.84375000,        0,        0,          0.0,   18.5
      401 , 42158.84722222,        0,        0,          0.0,   18.0
      402 , 42158.85069444,        0,        1,          7.3,   18.0
      403 , 42158.85416667,        0,        0,        100.0,   18.0
      404 , 42158.85763889,        0,        0,        100.0,   17.5
      405 , 42158.86111111,        2,        3,         82.0,   17.5
      406 , 42158.86458333,       26,       15,         78.7,   17.5
      407 , 42158.86805556,        8,       28,         95.3,   17.5
      408 , 42158.87152778,       20,       84,         64.0,   17.5
      409 , 42158.87500000,       20,       52,         96.7,   17.5
      410 , 42158.87847222,       28,       40,         97.3,   17.0
      411 , 42158.88194444,       10,       18,         99.3,   16.5
      412 , 42158.88541667,       22,        2,        100.0,   16.0
      413 , 42158.88888889,       14,       20,         98.7,   15.5
      414 , 42158.89236111,       16,       20,         99.3,   15.5
      415 , 42158.89583333,       14,       48,         98.0,   15.0
      416 , 42158.89930556,       34,       46,         98.7,   15.0
      417 , 42158.90277778,       22,       16,         98.0,   15.0
      418 , 42158.90625000,       20,       24,         98.0,   15.0
      419 , 42158.90972222,       16,       18,         99.3,   14.5
      420 , 42158.91319444,       14,       52,         94.7,   14.0
      421 , 42158.91666667,       14,       34,         95.3,   14.0
      422 , 42158.92013889,        4,       14,         99.3,   14.0
      423 , 42158.92361111,       22,      142,         90.0,   13.5
      424 , 42158.92708333,       18,       16,         98.7,   13.5
      425 , 42158.93055556,       10,        8,        100.0,   13.0
      426 , 42158.93402778,       22,        6,         97.3,   12.5
      427 , 42158.93750000,       18,       26,         98.7,   12.5
      428 , 42158.94097222,        8,       20,         99.3,   12.0
      429 , 42158.94444444,        6,        4,         99.3,   12.0
      430 , 42158.94791667,       12,       58,         96.0,   12.0
      431 , 42158.95138889,       20,      172,         78.7,   12.0
      432 , 42158.95486111,        6,        0,        100.0,   12.0
      433 , 42158.95833333,       16,        9,         38.0,   12.5
      434 , 42158.96180556,        0,        0,          0.0,   13.0
      435 , 42158.96527778,        0,        0,          0.0,   13.5
      436 , 42158.96875000,        0,        0,          0.0,   13.5
      437 , 42158.97222222,        0,        2,          0.0,   14.0
      438 , 42158.97569444,        2,        0,          0.0,   14.5
      439 , 42158.97916667,        0,       34,          2.7,   14.5
      440 , 42158.98263889,        4,        1,         80.7,   14.5
      441 , 42158.98611111,        0,        1,         90.0,   14.5
      442 , 42158.98958333,        0,        0,          0.0,   15.0
      443 , 42158.99305556,        2,        3,         63.3,   15.0
      444 , 42158.99652778,        0,       34,         92.0,   15.0
      445 , 42159.00000000,       22,       11,         14.0,   14.5
      446 , 42159.00347222,        0,        0,          0.0,   14.5
      447 , 42159.00694444,        0,        0,          0.0,   14.0
      448 , 42159.01041667,       52,        6,          0.0,   14.0
      449 , 42159.01388889,       12,       36,          9.3,   14.0
      450 , 42159.01736111,        0,        2,          0.0,   14.0
      451 , 42159.02083333,       12,        2,          0.0,   13.5
      452 , 42159.02430556,       40,       10,          0.7,   13.5
      453 , 42159.02777778,        1,        4,          2.7,   13.5
      454 , 42159.03125000,       16,        4,         67.3,   13.5
      455 , 42159.03472222,        0,        4,         53.3,   13.5
      456 , 42159.03819444,        0,        1,         18.7,   13.5
      457 , 42159.04166667,        0,        0,        100.0,   13.5
      458 , 42159.04513889,        0,       38,         82.7,   14.0
      459 , 42159.04861111,        0,        1,         89.3,   14.0
      460 , 42159.05208333,       11,       22,          6.7,   14.0
      461 , 42159.05555556,        0,        0,          0.0,   14.0
      462 , 42159.05902778,        0,        0,          0.0,   13.5
      463 , 42159.06250000,       24,       64,         12.7,   13.5
      464 , 42159.06597222,        0,       30,          3.3,   13.5
      465 , 42159.06944444,       12,        0,          0.0,   14.0
      466 , 42159.07291667,        0,        0,          0.0,   14.0
      467 , 42159.07638889,        4,        0,          0.0,   14.0
      468 , 42159.07986111,        2,       56,         19.3,   14.0
      469 , 42159.08333333,       31,       78,          6.0,   14.0
      470 , 42159.08680556,       30,        3,         20.0,   14.0
      471 , 42159.09027778,        0,        0,        100.0,   14.0
      472 , 42159.09375000,        0,        0,        100.0,   14.0
      473 , 42159.09722222,        0,        0,        100.0,   14.5
      474 , 42159.10069444,       15,       41,         76.0,   14.5
      475 , 42159.10416667,        8,        9,         79.3,   14.0
      476 , 42159.10763889,        8,        4,        100.0,   13.0
      477 , 42159.11111111,       12,        0,        100.0,   12.5
      478 , 42159.11458333,       30,        0,        100.0,   12.0
      479 , 42159.11805556,       24,       10,         97.3,   11.5
      480 , 42159.12152778,       20,       17,          5.3,   12.0
      481 , 42159.12500000,        0,        0,          0.0,   12.0
      482 , 42159.12847222,        0,        0,          0.0,   12.5
      483 , 42159.13194444,        0,        0,          0.0,   12.5
      484 , 42159.13541667,        0,        0,          0.0,   13.0
      485 , 42159.13888889,        0,        0,          0.0,   13.0
      486 , 42159.14236111,        0,        2,         14.7,   13.0
      487 , 42159.14583333,        2,       12,          0.7,   13.0
      488 , 42159.14930556,        0,        0,          0.0,   13.0
      489 , 42159.15277778,        0,       12,         24.7,   13.0
      490 , 42159.15625000,       28,       35,         66.7,   13.0
      491 , 42159.15972222,       26,        6,        100.0,   12.5
      492 , 42159.16319444,       72,        0,        100.0,   12.0
      493 , 42159.16666667,        7,        6,         99.3,   12.0
      494 , 42159.17013889,       59,       39,         21.3,   12.0
      495 , 42159.17361111,        4,        0,          0.0,   11.5
      496 , 42159.17708333,       13,       10,          0.7,   11.5
      497 , 42159.18055556,        4,        3,         65.3,   11.5
